Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,AvgDaysBetweenPurchases,UniqueProducts,ZeroPriceCount,CancelledTransactions,ReturnRatio,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,PreferredTimeOfDay,ChurnRiskCategory,BasketSizeCategory,RegMonth,RegDay,RegWeekday,IP_FirstOctet,RFMSegment_Dormants,RFMSegment_Fidèles,RFMSegment_Potentiels,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Perdu,CustomerType_Régulier,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,WeekendPreference_Semaine,WeekendPreference_Weekend,ProductDiversity_Modéré,ProductDiversity_Spécialisé,Gender_Unknown,AccountStatus_Pending,AccountStatus_Suspended,Region_Autre,Region_Europe continentale,Region_UK,Country_TargetEnc,AvgBasketValue,TenureRecencyRatio,CancelPerFreq,SupportBurden,ProdBreadthPerTrans,HighCancelFlag,RegYearsActive,Churn
64,5,2631.7,21.93083333333333,15.78293422482328,102.0,1476,12.3,182,247,2,14,4,1.5210084033613445,114,0,1,0.0083333333333333,20.0,5.0,3.0,1,4,3,3,2,10,3,0,44,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,526.3399999999999,0.34972677595628415,0.16666666666666666,0.0273224043715847,19.0,0,0,0
247,1,72.9,6.075,4.138263799315756,16.95,26,2.1666666666666665,0,247,2,17,4,0.0,12,0,0,0.0,73.0,3.0,5.0,6,1,3,4,1,10,29,4,36,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,72.9,247.0,0.0,3.0,6.0,0,1,1
3,7,3064.78,18.028117647058824,8.606011246325217,67.5,2044,12.023529411764706,244,247,3,12,4,1.4260355029585798,99,0,4,0.0235294117647058,57.0,2.0,5.0,5,4,2,1,2,3,20,6,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,437.8257142857143,0.012244897959183673,0.5,0.00816326530612245,12.375,0,0,0
247,1,175.2,175.2,0.0,175.2,16,16.0,0,247,3,10,4,,1,0,0,0.0,,6.0,2.0,0,2,1,4,3,3,27,6,235,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.3324050632911392,175.2,247.0,0.0,6.0,0.5,0,0,1
219,2,610.59,16.068157894736842,3.527308793648041,23.4,278,7.315789473684211,27,247,3,10,4,0.7297297297297297,36,0,0,0.0,57.0,3.0,4.0,5,3,1,4,2,10,11,0,184,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,305.295,7.821428571428571,0.0,0.10714285714285714,12.0,0,1,1
247,1,415.7000000000001,17.320833333333336,6.165258848310155,36.0,238,9.916666666666666,0,247,3,10,4,0.0,24,0,0,0.0,44.0,1.0,3.0,3,2,1,4,2,8,7,5,209,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.2631578947368421,415.7000000000001,247.0,0.0,1.0,12.0,0,1,1
17,3,841.52,30.054285714285715,22.0919406166964,81.6,970,34.642857142857146,230,247,2,11,4,8.481481481481481,22,0,1,0.0357142857142857,30.0,3.0,1.0,2,3,1,1,3,4,17,5,122,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.3333333333333333,280.50666666666666,0.0735930735930736,0.25,0.012987012987012988,5.5,0,1,0
22,4,1502.3500000000004,13.910648148148152,10.191994592894234,51.0,950,8.796296296296296,225,247,3,11,4,2.093457943925233,90,0,0,0.0,,1.0,5.0,0,3,1,1,2,3,17,3,137,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,375.5875000000001,0.09734513274336283,0.0,0.004424778761061947,18.0,0,0,0
11,5,728.5600000000001,20.23777777777778,15.672438065618088,81.6,321,8.916666666666666,235,247,1,14,11,6.685714285714286,33,0,1,0.0277777777777777,50.0,3.0,5.0,4,3,3,1,2,3,21,0,38,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,145.71200000000002,0.046610169491525424,0.16666666666666666,0.012711864406779662,5.5,0,0,0
124,6,1186.28,15.608947368421052,13.403779723540408,75.0,876,11.526315789473683,122,247,6,14,5,1.6,64,0,0,0.0,23.0,1.0,4.0,1,3,3,4,2,11,18,3,170,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,197.71333333333334,1.008130081300813,0.0,0.008130081300813009,9.142857142857142,0,1,1
27,4,632.97,23.44333333333333,23.474914434185006,114.84,983,36.407407407407405,219,247,3,16,10,8.423076923076923,26,0,0,0.0,41.0,4.0,3.0,3,3,3,1,3,8,1,0,180,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,158.2425,0.12272727272727273,0.0,0.01818181818181818,5.2,0,0,0
1,4,1039.58,3.548054607508532,3.5395785636098984,23.85,933,3.1843003412969284,245,247,4,12,9,0.8356164383561644,233,0,0,0.0,36.0,1.0,,3,3,2,1,1,10,15,4,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,259.895,0.0040650406504065045,0.0,0.0040650406504065045,46.6,0,1,0
89,5,2262.6199999999994,49.18739130434781,177.98067669690417,1220.4,1179,25.63043478260869,157,247,0,11,6,3.466666666666667,37,0,0,0.0,,0.0,5.0,0,4,1,3,3,5,11,1,251,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.3324050632911392,452.5239999999999,0.5632911392405063,0.0,0.0,6.166666666666667,0,1,0
51,4,455.67,15.712758620689655,4.590682252868088,25.200000000000003,197,6.793103448275862,195,247,1,10,9,6.928571428571429,24,0,1,0.0344827586206896,57.0,3.0,5.0,5,2,1,2,2,1,7,3,181,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,113.9175,0.2602040816326531,0.2,0.015306122448979591,4.8,0,1,0
247,1,228.84,22.884,11.16219333285354,40.8,352,35.2,0,247,3,12,4,0.0,10,0,0,0.0,45.0,1.0,,4,2,2,4,3,4,28,3,81,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0.3324050632911392,228.84,247.0,0.0,1.0,5.0,0,0,1
107,2,699.0799999999999,5.874621848739495,5.791988884411443,30.0,335,2.8151260504201683,139,247,2,14,8,1.1779661016949152,116,0,0,0.0,50.0,0.0,,4,3,3,4,1,10,25,0,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,349.53999999999996,0.7642857142857142,0.0,0.0,38.666666666666664,0,1,1
24,4,650.4300000000001,3.573791208791209,2.748398513153543,15.95,273,1.5,222,246,3,13,4,1.2265193370165746,148,0,0,0.0,76.0,3.0,3.0,6,3,2,1,1,10,4,1,188,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,162.60750000000002,0.10762331838565023,0.0,0.013452914798206279,29.6,0,0,0
174,3,468.9500000000001,16.170689655172417,15.893987616848452,75.0,167,5.758620689655173,72,246,3,13,4,2.5357142857142856,21,0,3,0.1034482758620689,76.0,1.0,3.0,6,2,2,4,2,1,26,2,239,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,156.3166666666667,2.3835616438356166,0.75,0.0136986301369863,5.25,0,0,1
246,1,102.12,12.765,4.18229943588794,16.5,97,12.125,0,246,3,13,4,0.0,8,0,0,0.0,65.0,1.0,5.0,6,2,2,4,2,5,17,0,87,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3324050632911392,102.12,246.0,0.0,1.0,4.0,0,1,1
45,2,212.54,9.240869565217391,15.09567876550453,71.4,140,6.086956521739131,200,246,3,18,4,9.090909090909092,23,0,0,0.0,,2.0,2.0,0,2,4,2,2,10,14,3,208,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,106.27,0.22388059701492538,0.0,0.009950248756218905,7.666666666666667,0,1,0
17,4,746.83,6.022822580645162,5.263820301205998,29.85,306,2.467741935483871,228,246,3,19,4,1.8455284552845528,98,0,0,0.0,30.0,2.0,5.0,2,3,4,1,1,7,27,1,59,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,186.7075,0.07423580786026202,0.0,0.008733624454148471,19.6,0,1,0
3,4,671.77,4.632896551724138,6.29697622730781,51.0,379,2.613793103448276,242,246,4,14,11,1.6805555555555556,133,0,0,0.0,60.0,3.0,4.0,5,3,3,1,1,5,8,5,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,167.9425,0.012345679012345678,0.0,0.012345679012345678,26.6,0,1,0
239,2,379.50999999999993,17.25045454545454,9.632244695749163,30.6,145,6.590909090909091,6,246,4,7,4,0.2857142857142857,20,0,2,0.0909090909090909,,1.0,4.0,0,2,1,4,2,5,14,4,247,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,189.75499999999997,34.142857142857146,0.6666666666666666,0.14285714285714285,6.666666666666667,0,1,1
15,6,1383.49,15.902183908045975,5.976573535195439,35.400000000000006,867,9.96551724137931,230,246,3,8,7,2.6627906976744184,55,0,1,0.0114942528735632,42.0,1.0,5.0,3,3,1,1,2,2,17,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,230.58166666666668,0.06493506493506493,0.14285714285714285,0.004329004329004329,7.857142857142857,0,0,0
246,1,487.51,18.055925925925926,6.925101642830433,40.8,269,9.962962962962964,0,246,4,8,4,0.0,27,0,0,0.0,,3.0,5.0,0,2,1,4,2,6,8,1,35,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,487.51,246.0,0.0,3.0,13.5,0,1,1
111,3,1474.0600000000002,19.65413333333333,6.879477724781567,39.6,804,10.72,135,246,0,11,7,1.8243243243243243,57,0,0,0.0,,3.0,1.0,0,3,1,4,2,4,4,0,152,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,491.3533333333334,0.8161764705882353,0.0,0.022058823529411766,14.25,0,0,1
19,2,357.2,18.8,5.207126526854007,35.400000000000006,148,7.7894736842105265,226,246,4,8,4,12.555555555555555,18,0,0,0.0,53.0,1.0,3.0,4,2,1,1,2,9,16,3,237,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0.3324050632911392,178.6,0.08370044052863436,0.0,0.004405286343612335,6.0,0,1,0
31,12,3167.73,19.08271084337349,16.58891277788407,175.2,1562,9.409638554216867,214,246,1,11,5,1.2787878787878788,123,0,1,0.0060240963855421,,2.0,1.0,0,4,1,2,2,3,18,4,86,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,263.9775,0.14418604651162792,0.07692307692307693,0.009302325581395349,9.461538461538462,0,0,0
246,1,266.4,19.02857142857143,8.293178714269528,39.95,88,6.285714285714286,0,246,4,9,4,0.0,14,0,0,0.0,,2.0,4.0,0,2,1,4,2,1,31,0,249,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3324050632911392,266.4,246.0,0.0,2.0,7.0,0,0,1
44,5,510.5400000000001,25.527000000000005,29.14399479535328,71.4,164,8.2,201,246,3,13,7,10.526315789473683,14,0,2,0.1,55.0,0.0,4.0,5,3,2,2,2,8,4,2,60,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.3324050632911392,102.10800000000002,0.21782178217821782,0.3333333333333333,0.0,2.3333333333333335,0,1,0
246,1,310.05,31.005000000000003,34.82966846749414,125.0,64,6.4,0,246,4,9,4,0.0,10,0,0,0.0,77.0,1.0,,6,2,1,4,2,5,5,3,114,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3324050632911392,310.05,246.0,0.0,1.0,5.0,0,0,1
241,2,463.7500000000001,14.959677419354842,8.367660160351864,25.5,127,4.096774193548387,4,246,4,9,4,0.1333333333333333,28,0,3,0.0967741935483871,,2.0,3.0,0,2,1,4,1,9,26,6,189,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,231.87500000000006,48.2,1.0,0.4,9.333333333333334,0,1,1
246,1,129.45,25.89,22.48689618422249,65.4,39,7.8,0,246,4,10,4,0.0,5,0,0,0.0,,2.0,3.0,0,2,1,4,2,4,10,6,231,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0.3324050632911392,129.45,246.0,0.0,2.0,2.5,0,0,1
196,3,455.88,16.28142857142857,13.59014558946508,76.5,342,12.214285714285714,49,246,4,10,4,1.7777777777777777,25,0,0,0.0,,1.0,4.0,0,2,1,4,2,5,5,3,111,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,151.96,3.92,0.0,0.02,6.25,0,0,1
151,3,980.98,17.517500000000002,19.254452070766764,100.0,505,9.017857142857142,94,246,4,10,4,1.709090909090909,49,0,1,0.0178571428571428,62.0,3.0,1.0,5,3,1,4,2,2,28,0,52,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.75,326.99333333333334,1.5894736842105264,0.25,0.031578947368421054,12.25,0,0,1
22,2,169.55,15.413636363636364,3.413389144903559,21.95,87,7.909090909090909,223,246,4,11,4,22.3,11,0,0,0.0,75.0,4.0,5.0,6,2,1,1,2,4,26,1,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3324050632911392,84.775,0.09821428571428571,0.0,0.017857142857142856,3.6666666666666665,0,0,0
32,3,405.62,4.225208333333334,4.733206986514849,30.6,234,2.4375,213,246,4,11,4,2.2421052631578946,77,0,0,0.0,,0.0,3.0,0,2,1,2,1,7,1,4,155,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.3324050632911392,135.20666666666668,0.14953271028037382,0.0,0.0,19.25,0,0,0
147,3,499.68,11.897142857142857,8.558120743599082,31.9,129,3.071428571428572,98,246,4,11,4,2.365853658536585,33,0,0,0.0,68.0,3.0,5.0,6,2,1,4,1,3,18,4,135,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,166.56,1.4848484848484849,0.0,0.030303030303030304,8.25,0,0,1
82,3,1799.33,21.943048780487803,9.020184182651102,53.55,757,9.231707317073171,163,246,0,10,7,2.0123456790123457,50,0,0,0.0,,2.0,4.0,0,3,1,3,2,9,3,4,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,599.7766666666666,0.5,0.0,0.012195121951219513,12.5,0,1,0
245,1,104.9,14.985714285714286,2.391950787835857,17.700000000000003,68,9.714285714285714,0,245,4,12,4,0.0,7,0,0,0.0,40.0,,2.0,3,2,2,4,2,11,4,4,95,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,104.9,245.0,0.0,,3.5,0,0,1
28,6,1353.8300000000002,16.11702380952381,8.862568881546094,65.4,802,9.547619047619047,216,245,0,12,4,2.5903614457831323,64,0,1,0.0119047619047619,,4.0,4.0,0,3,2,1,2,2,27,6,227,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,225.63833333333335,0.12903225806451613,0.14285714285714285,0.018433179723502304,9.142857142857142,0,0,0
108,4,763.64,127.27333333333333,104.561739592772,299.52,844,140.66666666666666,137,245,1,10,4,27.2,3,0,0,0.0,,0.0,5.0,0,3,1,4,3,2,4,4,39,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.3324050632911392,190.91,0.782608695652174,0.0,0.0,0.6,0,0,1
96,2,682.4100000000001,5.503306451612904,6.958051746031057,54.18,441,3.556451612903226,147,244,6,14,9,1.195121951219512,114,0,0,0.0,49.0,3.0,4.0,4,3,3,4,1,1,20,3,191,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,341.20500000000004,0.6486486486486487,0.0,0.02027027027027027,38.0,0,0,1
244,1,110.97000000000004,9.247500000000002,5.735378445149973,17.85,24,2.0,0,244,6,11,4,0.0,12,0,0,0.0,60.0,1.0,3.0,5,2,1,4,1,12,29,2,168,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0.3324050632911392,110.97000000000004,244.0,0.0,1.0,6.0,0,1,1
243,1,476.49,18.326538461538465,7.176101973805942,45.0,190,7.3076923076923075,0,243,6,13,4,0.0,26,0,0,0.0,70.0,1.0,5.0,6,2,2,4,2,1,28,4,16,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.2916666666666667,476.49,243.0,0.0,1.0,13.0,0,0,1
243,1,239.49000000000004,8.870000000000001,10.635411821616715,40.56,161,5.962962962962963,0,243,6,13,4,0.0,27,0,0,0.0,47.0,2.0,5.0,4,2,2,4,2,3,23,2,194,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,239.49000000000004,243.0,0.0,2.0,13.5,0,0,1
13,7,1357.6,6.558454106280194,5.938537668268733,36.0,778,3.758454106280193,230,243,6,13,5,1.1067961165048543,147,0,0,0.0,56.0,2.0,2.0,5,3,2,1,1,3,23,2,166,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,193.94285714285712,0.05627705627705628,0.0,0.008658008658008658,18.375,0,0,0
243,1,112.55,8.039285714285715,7.594055837688717,25.5,48,3.4285714285714284,0,243,6,14,4,0.0,13,0,0,0.0,48.0,1.0,3.0,4,2,3,4,1,11,21,6,5,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0.3324050632911392,112.55,243.0,0.0,1.0,6.5,0,1,1
25,6,2117.02,14.401496598639456,10.493583320083578,60.48,1036,7.047619047619048,218,243,6,8,4,1.4863013698630136,121,0,1,0.0068027210884353,,0.0,1.0,0,4,1,1,2,12,1,3,76,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0.3324050632911392,352.83666666666664,0.1141552511415525,0.14285714285714285,0.0,17.285714285714285,0,0,0
168,2,2242.01,19.327672413793103,11.089209824655333,71.4,1666,14.362068965517242,74,243,6,15,4,0.6434782608695652,92,0,0,0.0,,3.0,,0,4,3,4,2,2,28,0,73,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,1121.005,2.24,0.0,0.04,30.666666666666668,0,0,1
197,3,267.1600000000001,6.360952380952383,9.330848341826425,59.8,86,2.0476190476190474,45,243,6,15,4,1.0975609756097562,42,0,0,0.0,,5.0,3.0,0,2,3,4,1,3,12,5,49,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.3324050632911392,89.05333333333336,4.282608695652174,0.0,0.10869565217391304,10.5,0,0,1
233,2,511.3200000000001,13.81945945945946,10.249921665268673,25.5,319,8.621621621621621,10,243,6,15,4,0.2777777777777778,34,0,3,0.081081081081081,31.0,0.0,1.0,2,3,3,4,2,12,25,5,178,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.3324050632911392,255.66000000000005,21.181818181818183,1.0,0.0,11.333333333333334,0,1,1
24,5,4595.81,16.12564912280702,11.151424718695516,70.80000000000001,4306,15.10877192982456,219,243,0,8,4,0.7640845070422535,220,0,5,0.0175438596491228,30.0,1.0,5.0,2,4,1,1,3,1,15,5,64,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,919.162,0.10909090909090909,0.8333333333333334,0.004545454545454545,36.666666666666664,0,0,0
45,4,981.86,14.65462686567164,6.076603499154274,39.6,782,11.671641791044776,198,243,2,10,4,2.984848484848485,65,0,0,0.0,46.0,0.0,2.0,4,3,1,2,2,12,11,5,68,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,245.465,0.22613065326633167,0.0,0.0,13.0,0,1,0
17,8,3982.72,30.636307692307696,33.16783585189709,255.0,1708,13.138461538461538,225,243,2,11,8,1.7131782945736431,89,0,4,0.0307692307692307,29.0,1.0,5.0,2,4,1,1,2,9,15,2,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.27586206896551724,497.84,0.0752212389380531,0.4444444444444444,0.004424778761061947,9.88888888888889,0,1,0
2,8,1661.44,15.104,6.269803297910982,30.0,1254,11.4,241,243,0,9,4,2.18348623853211,109,0,0,0.0,56.0,3.0,5.0,5,3,1,1,2,7,28,2,249,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,207.68,0.008264462809917356,0.0,0.012396694214876033,12.11111111111111,0,1,0
243,1,185.65,23.20625,7.1713934439947895,35.7,77,9.625,0,243,0,9,4,0.0,8,0,0,0.0,19.0,0.0,5.0,1,2,1,4,2,2,12,5,218,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3324050632911392,185.65,243.0,0.0,0.0,4.0,0,0,1
15,12,1121.21,13.8420987654321,9.812880402314269,41.6,584,7.209876543209877,228,243,0,10,4,2.8,60,0,9,0.1111111111111111,49.0,1.0,3.0,4,3,1,1,2,5,3,1,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,93.43416666666667,0.06550218340611354,0.6923076923076923,0.004366812227074236,4.615384615384615,1,0,0
19,2,1231.5,615.75,319.2587117057261,841.4999999999999,642,321.0,223,243,0,8,4,223.0,2,0,0,0.0,30.0,3.0,1.0,2,3,1,1,3,3,23,2,151,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.3324050632911392,615.75,0.08482142857142858,0.0,0.013392857142857142,0.6666666666666666,0,0,0
225,2,229.71000000000004,8.507777777777779,12.867270445512082,23.6,125,4.62962962962963,17,243,0,10,4,0.6538461538461539,20,0,7,0.2592592592592592,63.0,1.0,3.0,5,2,1,4,1,4,9,5,103,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,114.85500000000002,12.5,2.3333333333333335,0.05555555555555555,6.666666666666667,1,0,1
235,4,289.91,16.10611111111111,16.013162651536863,61.2,150,8.333333333333334,8,243,0,11,4,0.4117647058823529,15,0,4,0.2222222222222222,44.0,1.0,5.0,3,2,1,4,2,11,17,2,249,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.3324050632911392,72.4775,26.11111111111111,0.8,0.1111111111111111,3.0,1,1,1
240,2,377.2000000000001,11.094117647058823,7.987736098904354,23.4,278,8.176470588235293,2,243,0,11,4,0.0606060606060606,28,0,6,0.1764705882352941,66.0,,,6,2,1,4,2,4,1,4,156,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,188.60000000000005,80.0,2.0,,9.333333333333334,1,0,1
80,2,797.71,15.0511320754717,6.863147029992694,36.0,678,12.79245283018868,162,242,2,10,9,3.1153846153846154,50,0,0,0.0,58.0,1.0,,5,3,1,3,2,4,16,4,47,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2631578947368421,398.855,0.49079754601226994,0.0,0.006134969325153374,16.666666666666668,0,1,0
51,2,618.27,22.898888888888887,22.13907862952076,112.0,474,17.555555555555557,190,242,0,13,4,7.3076923076923075,25,0,0,0.0,34.0,2.0,1.0,2,3,2,2,3,3,11,3,195,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.3,309.135,0.2670157068062827,0.0,0.010471204188481676,8.333333333333334,0,1,0
51,4,559.97,19.309310344827587,5.215178349939231,41.6,264,9.10344827586207,190,242,1,13,7,6.75,22,0,0,0.0,,3.0,3.0,0,3,2,2,2,1,5,2,89,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,139.9925,0.2670157068062827,0.0,0.015706806282722512,4.4,0,0,0
110,2,552.0,24.0,15.75123891231186,69.36,408,17.73913043478261,132,242,0,13,4,6.0,23,0,0,0.0,48.0,3.0,1.0,4,3,2,4,3,9,22,2,180,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,276.0,0.8270676691729323,0.0,0.022556390977443608,7.666666666666667,0,1,1
26,8,916.12,17.617692307692305,7.222657871379378,45.0,457,8.788461538461538,216,242,1,13,5,4.196078431372549,37,0,1,0.0192307692307692,51.0,2.0,,4,3,2,1,2,6,5,5,46,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.3324050632911392,114.515,0.11981566820276497,0.1111111111111111,0.009216589861751152,4.111111111111111,0,1,0
10,3,774.9,19.869230769230768,12.992168366612129,59.400000000000006,443,11.35897435897436,232,242,2,9,11,6.105263157894737,37,0,0,0.0,77.0,4.0,1.0,6,3,1,1,2,3,17,3,35,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,258.3,0.04291845493562232,0.0,0.017167381974248927,9.25,0,0,0
10,4,869.4599999999999,15.253684210526314,8.033449630757936,39.95,800,14.035087719298245,232,242,0,13,10,4.125,56,0,0,0.0,,1.0,1.0,0,3,2,1,2,12,14,1,218,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,217.36499999999998,0.04291845493562232,0.0,0.004291845493562232,11.2,0,1,0
91,2,671.9599999999999,27.99833333333333,18.32367764175196,70.80000000000001,272,11.333333333333334,151,242,0,14,4,6.565217391304348,22,0,0,0.0,,0.0,3.0,0,3,3,4,2,7,23,4,163,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.3324050632911392,335.97999999999996,0.5986842105263158,0.0,0.0,7.333333333333333,0,1,1
235,2,166.85000000000002,18.53888888888889,19.556612976461725,60.0,99,11.0,7,242,0,15,4,0.875,8,0,1,0.1111111111111111,,3.0,3.0,0,2,3,4,2,11,15,0,24,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,83.42500000000001,29.375,0.3333333333333333,0.375,2.6666666666666665,0,1,1
239,2,416.86,34.73833333333334,86.47375869258974,308.82,115,9.583333333333334,2,242,3,13,4,0.1818181818181818,12,0,0,0.0,65.0,2.0,3.0,6,2,2,4,2,2,13,6,44,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.3324050632911392,208.43,79.66666666666667,0.0,0.6666666666666666,4.0,0,0,1
114,2,932.97,16.66017857142857,6.546564259510182,39.8,605,10.803571428571429,127,242,2,14,8,2.309090909090909,52,0,0,0.0,23.0,4.0,4.0,1,3,3,4,2,3,16,2,35,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.3324050632911392,466.485,0.890625,0.0,0.03125,17.333333333333332,0,0,1
